name,cfp-Bplaces,cfp-Btransitions,cfp-Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,mcc-Aplaces,mcc-Atransitions,mcc-Aarcs,mcc-unfoldingtime,size_ratio,unfolding_ratio
Referendum-COL-0500,4.0,3.0,6.0,1501.0,1001.0,2501.0,0.002633416666666667,3.325e-05,1501,1001,2501,0.015333333333333332,1.0,0.1739130434782609
PolyORBLF-COL-S02J06T06,81.0,65.0,254.0,536.0,1064.0,4866.0,0.0044968,0.0021221,536,1064,4866,0.037,1.0,0.1788891891891892
DrinkVendingMachine-COL-10,6.0,7.0,28.0,120.0,111160.0,1026520.0,0.5413008666666667,0.00019840000000000002,120,111160,1026520,2.9776666666666665,1.0,0.18185355423709842
Sudoku-COL-AN13,4.0,1.0,4.0,2704.0,2197.0,8788.0,0.01049076923076923,6.553846153846154e-05,2704,2197,8788,0.05766666666666667,1.0,0.18305735882614496
PolyORBLF-COL-S02J04T08,81.0,65.0,254.0,614.0,1242.0,5732.0,0.005036,0.002642888888888889,614,1242,5732,0.037333333333333336,1.0,0.2056845238095238
QuasiCertifProtocol-COL-06,30.0,26.0,77.0,270.0,116.0,659.0,0.0006875333333333333,0.0015126666666666667,270,116,659,0.010666666666666666,1.0,0.20626875000000003
PolyORBNT-COL-S05J40,48.0,38.0,140.0,629.0,1590.0,10704.0,0.00803353846153846,0.000518,669,1630,10784,0.041,0.9652022618529795,0.2085741088180112
PolyORBLF-COL-S02J06T08,81.0,65.0,254.0,690.0,1434.0,6564.0,0.0057216363636363645,0.0026472727272727273,690,1434,6564,0.03966666666666666,1.0,0.21098090145148973
SafeBus-COL-06,20.0,14.0,68.0,150.0,463.0,3022.0,0.0020231000000000003,0.0010137,150,463,3022,0.013333333333333334,1.0,0.22776
AirplaneLD-COL-4000,20.0,15.0,56.0,28019.0,32008.0,122028.0,0.14395937499999997,0.00015437500000000003,28019,32008,122028,0.6166666666666666,1.0,0.23369797297297298
PolyORBLF-COL-S04J04T08,81.0,65.0,254.0,712.0,4012.0,27744.0,0.020711,0.0026345714285714284,712,4012,27744,0.09733333333333333,1.0,0.2398517612524462
PolyORBNT-COL-S05J30,48.0,38.0,140.0,489.0,1400.0,9764.0,0.007190444444444444,0.000513,519,1430,9824,0.03133333333333333,0.9692149820420729,0.24585460992907798
